student_id,study_hours,attendance_pct,previous_gpa,sleep_hours,extracurricular,tutoring_sessions,grade
8219,8.42,64.2,2.35,7.9,Yes,3,B
8220,11.46,80.2,2.89,6.93,Yes,7,B
8221,9.66,81.3,3.31,7.6,No,4,B
8222,7.12,64.2,2.51,,No,4,C
8223,9.66,82.4,3.02,7.2,Yes,6,B
8224,1.92,56.2,3.21,7.13,Yes,2,C
8225,3.87,67.0,1.59,,No,5,C
8226,2.94,40.0,1.0,5.16,No,1,F
8227,4.61,48.1,2.51,3.24,Yes,1,F
8228,9.51,92.0,3.71,6.53,Yes,7,A
8229,4.58,63.4,2.4,5.9,No,2,C
8230,12.57,98.8,4.0,7.8,Yes,6,A
8231,5.42,69.4,2.17,5.36,Yes,3,B
8232,1.29,74.3,2.42,6.83,No,1,F
8233,2.04,75.7,3.1,5.56,No,3,C
8234,6.44,60.8,2.72,7.58,No,4,C
8235,10.3,78.5,3.39,6.32,Yes,7,B
8236,8.97,81.0,2.7,6.3,No,6,B
8237,9.04,68.9,2.52,8.38,Yes,5,B
8238,5.37,63.9,3.32,,No,5,C
8239,6.39,90.9,3.16,8.65,Yes,5,B
8240,6.95,76.5,3.64,5.38,Yes,5,B
8241,7.33,78.1,2.71,,Yes,5,B
8242,7.4,68.4,3.05,6.4,No,4,C
8243,4.57,43.1,1.24,5.16,No,2,F
8244,5.91,66.3,2.59,6.32,Yes,4,C
8245,6.4,76.5,1.96,3.89,No,2,C
8246,6.03,90.0,3.11,6.98,Yes,4,B
8247,8.29,79.9,2.94,3.5,No,6,C
8248,7.71,68.4,2.63,7.91,Yes,3,B
8249,5.11,61.1,2.71,6.77,No,4,C
8250,10.56,92.7,4.0,7.06,Yes,4,A
8251,1.98,79.5,1.73,4.04,No,0,F
8252,4.1,62.1,2.05,5.25,No,2,C
8253,2.49,61.3,1.0,6.0,No,0,F
8254,1.38,47.5,1.75,5.32,Yes,0,F
8255,8.02,49.6,3.39,5.79,No,3,C
8256,6.73,75.5,2.78,7.96,Yes,5,B
8257,2.22,71.9,3.03,3.5,No,1,C
8258,1.5,78.7,2.42,4.44,No,1,C
8259,11.72,88.5,3.47,8.39,Yes,6,A
8260,9.21,96.1,3.19,7.42,Yes,5,B
8261,4.11,71.7,1.71,6.72,No,2,C
8262,5.1,67.4,1.28,7.43,Yes,3,C
8263,5.39,69.6,2.7,,No,1,C
8264,6.79,72.0,2.49,,No,3,C
8265,6.55,90.3,2.71,8.12,Yes,5,B
8266,2.47,47.8,2.39,7.54,No,0,F
8267,4.07,77.3,3.06,5.91,No,3,C
8268,4.63,67.2,1.58,6.07,No,3,F
8269,8.56,76.1,3.48,6.77,Yes,4,B
8270,5.27,78.2,3.37,3.5,No,4,C
8271,7.57,80.9,3.31,7.78,Yes,3,B
8272,1.9,67.3,1.92,5.71,No,2,F
8273,10.56,78.3,2.97,8.22,Yes,5,B
8274,12.09,92.9,3.73,7.42,Yes,4,A
8275,13.34,77.4,2.83,9.55,Yes,7,B
8276,7.19,86.5,2.18,3.8,Yes,2,C
8277,5.01,73.3,2.65,4.79,No,2,C
8278,11.22,96.3,3.27,7.77,Yes,6,A
8279,5.55,65.2,1.73,6.44,No,2,F
8280,8.79,90.5,2.13,7.69,No,4,C
8281,10.55,81.5,2.44,7.08,Yes,5,B
8282,14.0,84.9,3.23,7.25,Yes,6,B
8283,5.45,76.9,2.75,7.87,Yes,3,B
8284,13.44,95.2,4.0,6.27,Yes,7,A
8285,8.66,85.4,,8.73,Yes,5,B
8286,7.45,94.0,2.99,8.47,Yes,6,A
8287,8.52,47.3,2.51,5.73,No,4,C
8288,9.03,80.4,2.95,6.84,Yes,4,B
8289,3.16,80.0,2.13,5.49,No,1,F
8290,10.09,72.6,3.34,7.86,Yes,5,B
8291,10.98,89.7,3.48,5.97,Yes,4,A
8292,4.72,73.1,3.15,7.16,No,2,C
8293,8.97,80.8,2.89,6.03,Yes,4,B
8294,7.93,73.7,3.65,6.04,Yes,2,B
8295,5.26,70.3,1.71,9.5,No,4,C
8296,12.18,82.3,2.99,7.22,Yes,6,B
8297,9.89,81.9,2.99,9.46,Yes,5,B
8298,4.62,77.3,2.31,7.3,No,2,C
8299,9.68,78.5,3.03,6.79,Yes,5,B
8300,8.29,75.2,2.82,6.77,Yes,5,B
8301,3.54,58.1,1.9,4.16,No,2,F
8302,4.2,65.0,3.27,7.35,Yes,3,C
8303,7.36,59.3,3.34,4.12,No,2,C
8304,7.72,82.5,3.12,6.86,Yes,5,B
8305,11.58,73.9,3.21,6.44,Yes,6,B
8306,8.41,75.8,3.16,8.35,Yes,3,B
8307,3.09,41.0,1.43,5.9,No,0,F
8308,10.41,97.1,3.71,,Yes,5,A
8309,5.43,66.2,1.86,5.33,No,2,C
8310,1.06,50.1,1.48,3.18,No,1,F
8311,5.47,68.0,2.39,8.11,No,3,C
8312,8.22,78.4,3.52,6.04,Yes,4,B
8313,4.96,91.7,3.39,6.12,Yes,3,B
8314,1.65,57.4,2.0,,No,0,F
8315,1.5,76.4,1.43,8.41,No,2,C
8316,10.22,86.1,3.46,7.58,Yes,5,B
8317,8.63,64.5,2.98,6.7,Yes,2,C
8318,8.46,83.7,3.88,5.28,Yes,5,B
8319,7.89,76.5,3.26,5.71,Yes,4,B
8320,9.02,79.4,2.79,6.01,Yes,3,B
8321,1.55,68.2,1.21,,No,3,F
8322,2.54,50.6,2.04,5.4,No,2,F
8323,11.31,85.9,3.53,7.91,Yes,6,A
8324,3.5,61.3,1.08,5.28,No,1,F
8325,8.46,75.4,4.0,6.71,No,3,B
8326,11.16,86.3,3.21,9.57,No,6,B
8327,9.89,79.9,2.42,5.12,Yes,2,C
8328,6.54,79.5,2.8,6.54,Yes,5,B
8329,5.66,68.8,2.77,7.55,No,4,C
8330,5.84,60.3,2.43,4.45,No,3,C
8331,5.27,76.4,4.0,4.63,Yes,4,B
8332,5.81,74.6,3.0,9.25,Yes,4,B
8333,2.57,57.9,2.53,6.98,No,1,F
8334,10.1,94.0,3.37,5.54,No,4,A
8335,2.43,68.4,2.34,5.6,No,1,F
8336,1.39,80.0,1.52,5.17,No,2,F
8337,9.96,89.3,2.93,4.9,No,4,B
8338,5.88,67.0,2.55,8.57,No,3,C
8339,8.86,69.8,3.52,7.67,Yes,6,B
8340,8.96,89.7,2.65,6.26,No,3,B
8341,8.61,77.2,3.71,6.77,Yes,4,B
8342,7.79,90.9,2.26,8.82,No,4,B
8343,4.8,40.0,1.16,7.88,No,3,F
8344,1.5,74.9,2.86,,No,2,C
8345,3.02,47.6,1.08,5.41,No,0,F
8346,12.31,78.2,3.08,8.04,No,6,B
8347,7.49,73.9,3.19,8.29,Yes,3,B
8348,8.92,77.8,2.7,5.85,Yes,5,B
8349,8.14,60.8,,5.35,No,5,C
8350,7.98,96.1,3.46,7.97,Yes,4,A
8351,3.68,87.2,2.3,8.1,Yes,3,B
8352,12.76,88.3,3.97,7.63,Yes,6,A
8353,5.06,69.8,,7.3,No,2,C
8354,8.49,94.8,3.07,6.35,Yes,7,B
8355,8.88,71.2,2.89,6.19,Yes,5,B
8356,7.4,69.8,2.86,6.5,Yes,3,B
8357,9.78,86.1,3.8,7.3,Yes,3,A
8358,6.89,69.4,2.72,6.96,No,2,C
8359,13.26,82.2,3.31,8.16,No,7,A
8360,8.31,75.8,3.44,8.11,Yes,5,B
8361,2.22,67.2,1.55,,Yes,1,F
8362,8.05,78.3,2.42,8.16,No,5,B
8363,9.22,85.9,3.3,7.9,Yes,4,B
8364,5.25,73.4,1.82,6.06,No,3,F
8365,7.76,72.8,2.84,6.93,Yes,5,B
8366,6.48,96.4,2.42,7.91,Yes,4,B
8367,6.3,59.8,2.84,6.2,No,1,C
8368,4.92,58.6,2.49,4.52,No,2,C
8369,3.09,68.0,2.83,7.28,No,2,C
8370,2.92,72.0,1.31,5.58,No,1,F
8371,11.74,91.4,4.0,9.32,Yes,5,A
8372,4.28,92.2,2.57,5.94,Yes,4,C
8373,5.01,62.0,2.53,5.48,No,4,C
8374,9.51,83.2,2.69,7.12,Yes,5,B
8375,12.45,92.5,3.15,6.4,Yes,5,A
8376,9.35,83.1,2.09,6.4,Yes,4,C
8377,6.7,75.9,2.67,4.83,No,4,C
8378,8.32,94.5,3.45,6.53,Yes,5,A
8379,6.68,79.8,1.25,7.05,No,4,C
8380,6.48,88.5,3.15,7.84,Yes,3,B
8381,12.99,98.0,4.0,6.86,Yes,7,A
8382,10.15,66.6,3.6,8.31,No,5,B
8383,8.55,77.8,3.2,6.68,Yes,6,B
8384,5.01,53.2,1.69,5.96,No,3,F
8385,4.55,71.0,1.88,9.5,Yes,3,C
8386,2.05,72.9,2.74,5.56,No,0,C
8387,8.75,79.1,3.28,7.18,Yes,3,B
8388,3.18,62.7,2.63,6.06,No,1,C
8389,7.38,91.3,2.97,5.84,Yes,4,B
8390,8.18,95.5,3.23,6.42,Yes,3,B
8391,6.6,87.2,3.46,5.98,Yes,5,B
8392,5.07,100.0,3.24,7.55,No,5,A
8393,9.53,96.2,,6.62,Yes,6,A
8394,1.56,81.1,3.2,7.63,No,2,C
8395,9.87,84.3,2.95,8.33,No,5,B
8396,9.55,74.1,3.13,8.14,Yes,5,B
8397,10.11,88.0,3.69,7.93,Yes,7,A
8398,2.76,71.2,1.8,4.78,No,1,F
8399,7.74,88.3,2.86,8.19,No,4,B
8400,6.97,71.5,,6.08,Yes,3,B
8401,6.32,66.1,2.04,9.46,Yes,3,C
8402,12.84,93.2,3.55,7.89,Yes,6,A
8403,8.01,63.8,2.31,8.31,No,4,C
8404,2.72,65.2,1.73,5.76,No,3,C
8405,2.55,62.4,2.97,4.53,No,3,C
8406,8.81,93.1,4.0,7.8,Yes,4,A
8407,11.46,87.3,3.46,7.6,No,7,A
8408,10.93,94.8,3.47,7.16,Yes,5,A
8409,6.9,72.8,2.98,,No,4,B
8410,8.85,66.1,2.78,7.25,Yes,4,C
8411,3.91,52.7,2.21,7.54,No,3,C
8412,11.83,93.0,3.81,6.67,No,4,A
8413,8.26,83.1,3.27,7.67,Yes,5,B
8414,1.0,57.3,2.1,7.1,No,2,F
8415,8.97,94.0,3.01,8.24,Yes,5,B
8416,9.4,90.1,3.52,6.26,Yes,6,A
8417,14.57,96.6,3.57,9.6,No,5,A
8418,8.04,77.8,3.68,9.52,Yes,3,B
8419,1.07,64.3,2.22,8.04,Yes,1,F
8420,11.34,89.6,2.85,6.24,Yes,6,B
8421,2.45,43.1,1.49,6.15,No,1,F
8422,7.06,86.1,3.44,5.89,Yes,5,B
8423,11.5,86.7,3.25,7.01,Yes,6,A
8424,10.91,95.8,3.81,7.6,Yes,6,A
8425,5.16,59.4,2.26,5.06,No,2,C
8426,9.19,100.0,3.92,8.38,No,5,A
8427,10.16,83.3,,8.48,No,4,A
8428,6.62,91.6,3.2,6.99,No,4,B
8429,7.89,76.3,3.27,5.52,Yes,3,B
8430,3.86,59.0,1.95,3.92,No,1,F
8431,8.44,78.6,3.29,7.75,Yes,3,B
8432,3.56,62.3,2.96,4.26,No,3,C
8433,3.56,69.7,2.91,6.83,No,2,C
8434,13.93,79.2,3.44,7.41,Yes,6,B
8435,11.24,93.4,3.51,6.02,Yes,5,A
8436,2.22,45.5,1.93,,Yes,2,F
8437,3.67,61.4,2.06,9.36,Yes,4,C
8438,1.31,48.8,2.1,8.0,No,1,F
8439,8.87,80.9,3.37,8.78,Yes,6,B
8440,4.94,84.1,2.54,4.01,Yes,4,B
8441,8.0,79.5,3.27,8.95,Yes,4,B
8442,7.89,86.6,,7.82,No,3,B
8443,7.33,69.8,2.96,6.0,No,5,B
8444,1.96,57.3,1.73,7.01,No,2,F
8445,8.73,99.0,3.53,6.37,Yes,4,A
8446,5.44,72.5,2.35,5.91,No,1,C
8447,7.29,67.6,2.22,8.45,No,4,C
8448,10.6,89.3,3.47,,Yes,5,A
8449,6.51,80.8,2.94,7.39,Yes,5,B
8450,11.46,86.1,3.65,8.14,Yes,8,A
8451,6.44,58.9,2.55,5.26,No,3,C
8452,5.49,100.0,3.1,6.3,Yes,6,B
8453,13.61,86.4,2.95,7.69,Yes,4,B
8454,7.99,84.5,3.49,5.95,Yes,4,B
8455,4.78,89.6,2.6,6.87,No,3,C
8456,8.05,90.4,2.91,6.99,No,2,B
8457,9.62,80.9,2.95,7.14,Yes,6,B
8458,6.48,80.2,3.49,7.78,Yes,4,B
8459,7.86,71.8,2.48,6.55,Yes,3,B
8460,10.02,94.2,2.62,7.14,Yes,5,B
8461,2.5,51.1,1.97,8.75,No,3,F
8462,4.66,85.6,,5.7,Yes,2,C
8463,4.88,74.5,1.38,4.47,No,2,F
8464,7.04,65.5,2.3,5.74,Yes,2,C
8465,2.18,67.0,1.36,6.83,No,0,C
8466,6.31,77.5,2.81,7.13,Yes,2,C
8467,9.36,98.4,3.48,8.47,No,6,A
8468,7.44,94.1,2.97,7.85,No,4,B
8469,6.31,55.5,3.25,6.38,Yes,4,C
8470,4.12,71.5,1.62,,No,1,F
8471,9.33,82.9,3.41,8.65,Yes,4,B
8472,5.65,72.2,2.66,9.16,No,3,C
8473,2.65,73.7,1.67,8.25,Yes,4,C
8474,3.85,79.4,,4.49,No,3,C
8475,7.62,92.0,3.48,6.47,Yes,2,B
8476,2.83,40.8,2.04,5.7,No,0,F
8477,11.42,92.4,3.18,7.66,Yes,6,A
8478,12.48,84.9,3.56,8.26,Yes,5,B
8479,6.95,77.6,3.03,8.22,Yes,5,B
8480,8.91,89.9,3.39,5.61,Yes,5,B
8481,11.58,89.9,3.37,5.82,Yes,4,B
8482,8.35,79.9,3.18,5.68,Yes,4,B
8483,8.72,84.4,3.56,6.86,Yes,5,B
8484,3.64,81.8,2.5,7.96,No,2,C
8485,2.36,55.9,1.0,5.6,No,0,F
8486,12.35,94.5,3.43,7.66,Yes,6,A
8487,3.03,41.1,1.51,4.71,No,0,F
8488,9.26,64.0,3.83,5.48,Yes,5,B
8489,3.41,60.4,2.36,6.53,No,2,C
8490,8.77,97.8,3.72,9.09,Yes,6,A
8491,2.83,82.2,2.25,8.33,No,2,C
8492,4.9,66.6,2.86,5.72,No,4,C
8493,11.1,88.8,3.12,7.54,Yes,5,A
8494,5.54,78.5,2.18,7.43,Yes,2,C
8495,7.18,83.0,3.23,6.77,No,5,B
8496,6.11,98.1,,7.99,Yes,4,B
8497,11.23,86.3,3.53,,Yes,5,A
8498,10.22,96.9,3.96,8.33,Yes,7,A
8499,3.18,60.8,2.08,6.88,No,1,F
8500,5.73,68.2,2.16,5.55,No,4,C
8501,5.78,58.4,2.64,5.13,No,3,C
8502,5.88,80.8,2.62,6.29,No,3,C
8503,6.24,84.0,2.84,7.16,No,3,C
8504,5.85,62.2,2.41,6.3,No,3,C
8505,1.95,69.0,1.51,5.92,No,0,F
8506,11.9,91.8,3.95,8.12,Yes,6,A
8507,5.9,77.5,3.27,8.21,No,3,C
8508,6.01,83.3,3.19,8.82,No,3,B
8509,6.47,67.0,,6.05,Yes,4,B
8510,7.62,93.7,2.61,7.28,Yes,5,B
8511,3.2,40.0,2.91,6.93,No,1,F
8512,14.32,97.7,3.56,6.79,Yes,8,A
8513,2.87,67.6,2.89,4.11,No,1,C
8514,4.38,79.7,2.97,5.54,No,4,C
8515,2.1,57.2,2.59,6.14,No,1,F
8516,13.86,97.2,3.98,7.92,Yes,6,A
8517,10.15,84.7,3.81,7.96,Yes,5,A
8518,13.44,91.4,3.16,7.89,Yes,6,A
8519,5.72,74.2,2.49,,No,3,C
8520,4.19,62.6,2.75,7.84,Yes,3,C
8521,3.95,60.9,1.76,6.87,No,2,C
8522,11.48,86.9,3.22,8.01,Yes,5,A
8523,7.14,79.9,3.41,7.32,No,2,B
8524,8.45,87.3,3.25,7.17,Yes,5,B
8525,4.8,62.6,1.66,5.47,No,1,C
8526,3.12,54.8,1.38,6.03,Yes,1,F
8527,4.81,74.1,3.24,9.36,No,2,C
8528,6.94,80.4,2.33,8.81,No,2,C
8529,8.21,79.2,2.17,6.7,Yes,3,B
8530,1.5,64.2,3.33,5.57,No,1,C
8531,7.3,71.5,3.18,6.11,No,4,C
8532,9.35,85.1,2.86,9.06,No,4,B
8533,1.6,47.0,1.46,6.79,No,1,F
8534,7.5,79.6,2.69,8.19,No,3,B
8535,7.3,75.7,2.45,7.42,No,3,C
8536,9.37,85.1,3.45,6.55,No,4,B
8537,5.97,66.5,2.03,6.44,No,2,C
8538,9.4,80.5,2.98,7.84,Yes,5,B
8539,9.36,100.0,3.24,6.02,Yes,5,B
8540,6.76,63.0,3.37,8.18,Yes,3,C
8541,10.01,71.2,3.13,7.61,Yes,4,B
8542,3.24,77.3,1.78,4.11,No,0,C
8543,8.33,76.6,2.4,6.34,Yes,4,B
8544,10.55,83.8,2.61,7.86,Yes,4,B
8545,4.0,82.6,1.87,5.1,No,3,C
8546,11.49,73.8,3.26,9.73,Yes,5,B
8547,9.07,91.5,3.51,8.54,Yes,5,A
8548,5.2,87.6,2.7,4.0,Yes,4,B
8549,8.76,77.7,3.17,4.21,Yes,4,B
8550,12.2,91.7,3.61,9.44,Yes,6,A
8551,6.17,95.9,2.55,7.22,Yes,2,B
8552,1.0,40.0,2.69,5.0,No,1,F
8553,6.5,66.6,2.09,5.69,No,3,C
8554,4.51,80.5,2.07,6.3,Yes,2,B
8555,6.88,81.3,2.9,8.83,No,5,B
8556,11.56,80.4,3.18,4.87,Yes,6,B
8557,11.03,60.0,2.9,,Yes,4,B
8558,7.99,83.7,3.92,6.53,Yes,6,A
8559,7.19,77.4,2.13,9.32,No,2,C
8560,4.19,40.0,1.85,5.07,No,2,F
8561,6.05,64.8,2.79,7.25,No,2,C
8562,9.76,75.5,3.21,7.03,Yes,6,B
8563,11.17,83.0,,5.23,No,3,C
8564,8.31,82.4,3.82,8.54,No,4,B
8565,6.7,73.1,2.17,5.78,Yes,3,B
8566,7.27,65.9,1.2,6.25,No,2,C
8567,5.41,64.5,2.65,7.17,No,3,C
8568,6.2,81.3,3.4,8.72,Yes,4,B
8569,10.28,85.2,3.04,7.45,Yes,5,B
8570,11.38,92.3,3.44,6.04,Yes,5,A
8571,4.92,60.7,1.43,4.16,Yes,5,C
8572,3.56,60.4,2.08,7.22,No,2,C
8573,6.61,77.1,3.03,6.58,No,1,C
8574,9.31,92.4,2.84,8.27,Yes,5,B
8575,3.56,72.5,2.04,7.05,No,4,C
8576,8.89,83.9,2.89,9.49,Yes,6,B
8577,4.86,71.8,2.34,6.27,No,2,F
8578,6.72,85.8,3.07,8.78,Yes,5,B
8579,10.35,97.3,3.59,7.16,Yes,6,A
8580,12.07,83.8,2.96,7.08,Yes,6,B
8581,8.16,78.6,3.24,6.6,Yes,7,B
8582,2.84,57.8,1.76,5.99,No,1,F
8583,3.2,71.1,1.62,4.36,Yes,0,F
8584,1.5,68.5,2.69,9.5,No,3,C
8585,7.51,75.4,,4.56,No,2,C
8586,6.81,62.5,2.5,3.5,Yes,3,C
8587,9.24,91.2,3.7,,Yes,4,A
8588,7.6,90.8,2.8,8.12,Yes,5,B
8589,11.19,97.0,3.27,7.83,Yes,7,A
8590,8.58,86.4,3.04,5.66,No,5,B
8591,8.03,72.9,3.5,5.02,No,2,C
8592,7.11,79.1,2.19,7.49,No,2,C
8593,10.68,87.9,3.76,9.4,Yes,7,A
8594,3.36,87.8,2.64,8.38,Yes,2,B
8595,12.57,91.4,,7.22,Yes,5,A
8596,12.53,91.3,3.89,7.21,Yes,7,A
8597,5.83,59.3,1.96,5.03,Yes,5,C
8598,9.89,94.5,3.37,6.36,Yes,5,B
8599,12.92,90.4,3.3,6.69,Yes,6,A
8600,9.03,100.0,3.06,8.23,Yes,4,B
8601,11.28,94.6,3.36,6.78,Yes,6,A
8602,9.34,91.8,3.25,5.61,No,4,B
8603,8.27,88.0,2.32,4.51,No,4,C
8604,4.79,60.9,2.28,6.85,No,3,C
8605,5.98,69.9,2.93,4.6,No,3,C
8606,8.47,89.5,3.39,5.5,Yes,5,B
8607,5.81,56.2,2.51,8.79,No,3,C
8608,8.12,88.8,3.69,9.63,Yes,2,B
8609,2.7,84.8,1.91,6.17,No,2,C
8610,1.38,67.9,,7.06,Yes,1,F
8611,3.4,70.7,2.6,5.38,No,3,C
8612,10.62,92.7,3.8,9.49,Yes,6,A
8613,4.23,61.1,2.2,4.28,No,3,F
8614,4.22,68.8,1.8,5.57,No,0,F
8615,11.34,91.5,3.53,6.36,No,5,B
8616,6.86,92.7,3.22,6.5,No,5,A
8617,8.27,65.7,3.27,5.66,No,3,C
8618,6.35,62.9,2.16,8.44,No,4,C
8619,13.7,97.9,3.38,9.86,No,7,A
8620,4.33,62.9,2.4,6.78,Yes,1,C
8621,13.91,94.7,3.4,7.28,Yes,6,A
8622,5.67,59.0,2.53,8.24,No,3,C
8623,9.55,75.7,2.36,4.74,No,4,B
8624,8.35,87.6,3.72,6.75,Yes,5,B
8625,8.49,93.6,2.94,7.9,Yes,5,A
8626,5.26,72.3,3.19,8.71,No,4,C
8627,4.75,64.2,2.35,4.74,No,2,F
8628,8.82,73.7,3.36,5.66,Yes,6,B
8629,6.08,94.3,3.42,7.48,Yes,6,B
8630,7.89,45.2,1.96,4.54,No,3,F
8631,3.39,73.5,2.52,8.03,No,0,F
8632,6.85,86.3,4.0,6.01,Yes,4,B
8633,9.77,70.0,3.08,7.44,Yes,5,C
8634,7.25,89.2,2.18,5.13,No,5,B
8635,8.86,92.9,2.51,6.65,Yes,4,B
8636,8.83,87.3,2.56,6.15,Yes,5,B
8637,14.25,84.9,,7.43,Yes,7,A
8638,10.04,93.2,,6.99,Yes,4,B
8639,9.89,92.3,3.53,8.4,No,4,A
8640,1.5,74.8,2.32,7.21,No,2,C
8641,9.35,87.9,3.43,7.55,Yes,5,B
8642,5.97,81.4,3.14,4.5,Yes,4,B
8643,12.5,88.4,3.74,9.33,Yes,6,A
8644,8.68,78.4,3.5,5.43,No,5,C
8645,5.32,70.6,2.31,5.27,No,3,C
8646,2.17,62.9,2.44,7.43,No,3,C
8647,8.83,58.7,1.44,9.5,Yes,4,C
8648,4.59,61.2,2.02,4.25,No,2,F
8649,1.61,49.0,1.22,3.0,No,2,F
8650,6.78,75.3,3.84,9.62,Yes,4,B
8651,9.8,87.1,2.99,5.71,Yes,4,B
8652,2.5,40.0,2.61,7.81,Yes,1,F
8653,4.37,52.5,,5.66,No,2,F
8654,6.09,61.3,2.92,9.5,No,3,C
8655,6.37,86.0,2.48,5.99,No,3,B
8656,7.86,95.2,3.5,8.61,No,5,A
8657,6.59,65.2,3.55,5.23,Yes,2,B
8658,6.8,87.8,2.86,7.38,Yes,3,B
8659,6.21,80.8,3.34,6.36,Yes,3,B
8660,9.53,71.3,2.81,7.16,Yes,6,B
8661,6.67,75.8,2.54,6.95,Yes,4,C
8662,7.67,97.0,3.26,8.91,No,4,A
8663,4.42,86.4,2.61,7.22,No,2,C
8664,10.0,90.5,3.1,7.3,Yes,5,A
8665,2.92,59.4,2.06,3.0,No,1,F
8666,8.28,79.3,2.8,6.05,No,5,B
8667,1.69,51.3,1.94,8.93,No,3,F
8668,10.27,83.8,,6.73,No,6,A
8669,7.25,94.0,3.44,6.57,Yes,4,B
8670,5.26,83.1,3.99,8.63,No,3,B
8671,7.07,66.2,2.22,8.8,No,2,F
8672,3.74,67.2,1.36,6.66,Yes,2,F
8673,7.11,58.5,2.52,8.27,No,2,C
8674,11.43,85.3,3.45,6.37,Yes,6,B
8675,6.25,57.4,2.09,8.63,No,4,C
8676,4.91,59.8,2.65,,Yes,1,C
8677,11.25,80.7,3.11,5.47,Yes,5,B
8678,3.58,52.5,1.63,5.09,No,1,F
8679,8.86,88.0,3.24,7.86,Yes,4,A
8680,5.12,44.5,1.55,4.81,No,1,F
8681,2.69,51.6,1.65,6.0,Yes,1,F
8682,8.68,95.8,3.25,7.6,Yes,4,B
8683,7.24,45.0,2.57,7.03,No,2,C
8684,14.68,88.2,3.28,8.02,No,7,A
8685,6.83,92.2,2.75,8.76,Yes,3,B
8686,2.56,80.1,2.32,9.5,No,1,C
8687,11.13,93.8,3.63,7.58,Yes,6,A
8688,7.02,75.5,3.35,8.74,Yes,4,B
8689,10.99,82.6,3.31,8.24,Yes,5,B
8690,13.75,100.0,3.87,7.46,Yes,7,A
8691,4.42,70.1,2.47,4.38,Yes,2,C
8692,6.52,92.6,2.53,6.95,No,5,B
8693,9.32,91.3,3.63,8.04,Yes,5,A
8694,7.09,88.8,1.87,8.91,No,4,C
8695,9.14,67.4,2.92,10.0,Yes,3,B
8696,3.95,63.1,1.75,6.03,No,2,F
8697,8.48,74.3,2.26,4.98,Yes,5,B
8698,11.3,87.5,3.41,6.85,Yes,8,A
8699,10.31,68.6,2.95,7.28,Yes,4,B
8700,4.11,49.9,1.68,6.99,No,2,C
8701,2.29,48.8,2.66,7.17,No,1,F
8702,8.12,76.5,3.05,7.3,Yes,4,B
8703,12.7,94.4,3.43,7.28,Yes,6,A
8704,4.52,51.5,2.58,6.56,No,3,C
8705,7.73,88.1,3.46,,No,4,B
8706,6.92,77.5,2.23,6.58,Yes,2,B
8707,5.17,85.1,3.32,7.73,Yes,2,B
8708,2.1,60.0,2.05,,No,0,F
8709,10.84,77.8,3.94,5.57,Yes,6,B
8710,6.38,63.7,3.01,6.58,No,4,C
8711,8.86,88.0,4.0,5.03,Yes,4,B
8712,7.17,79.5,3.27,6.8,No,5,B
8713,6.79,98.3,3.26,8.34,No,4,B
8714,2.13,54.1,1.23,5.49,No,2,F
8715,6.96,79.0,2.83,7.55,Yes,5,B
8716,10.38,96.2,3.05,5.95,Yes,5,B
8717,3.64,70.5,2.02,9.5,No,2,C
8718,14.01,100.0,,6.26,Yes,7,A
8719,1.42,72.8,,3.29,No,3,F
8720,2.17,57.0,2.27,6.21,No,2,C
8721,3.86,57.0,,7.89,No,3,F
8722,8.28,79.8,2.91,4.7,No,6,C
8723,10.88,89.0,3.2,6.95,No,5,B
8724,13.01,89.3,4.0,7.84,Yes,4,A
8725,2.87,40.0,,6.82,Yes,0,F
8726,8.25,70.7,3.07,6.92,Yes,3,B
8727,4.98,56.5,1.95,4.26,No,3,C
8728,1.0,63.1,2.29,4.03,Yes,0,F
8729,8.89,89.9,2.57,7.19,Yes,3,B
8730,11.62,45.4,2.8,5.09,No,5,C
8731,5.55,75.8,2.71,8.37,No,3,C
8732,10.69,96.5,3.94,6.93,Yes,6,A
8733,7.02,89.8,3.48,5.19,No,4,C
8734,7.41,81.2,1.95,4.48,No,4,C
8735,6.39,72.1,1.4,5.34,No,3,C
8736,6.35,64.6,2.59,8.22,No,1,C
8737,6.31,78.8,,9.49,Yes,3,B
8738,6.83,49.8,,5.49,Yes,3,C
8739,3.83,57.9,2.2,5.3,No,1,C
8740,8.56,84.0,2.9,5.93,No,4,C
8741,1.36,62.6,1.9,4.42,No,0,F
8742,2.87,64.7,1.7,4.59,No,1,F
8743,7.53,94.3,3.58,6.64,Yes,6,A
8744,10.67,98.0,3.19,5.67,Yes,5,B
8745,9.06,83.4,3.6,7.4,Yes,5,B
8746,5.93,83.0,1.53,,No,4,C
8747,2.5,40.0,2.04,7.33,No,1,F
8748,9.58,88.7,3.16,4.0,No,6,B
8749,5.72,55.3,1.58,3.58,No,2,F
8750,12.37,86.9,2.97,6.79,No,6,B
8751,7.17,81.5,2.01,6.62,No,3,C
8752,3.09,70.6,2.89,5.92,No,3,C
8753,10.06,84.2,3.37,8.66,Yes,6,B
8754,5.55,73.1,2.31,8.07,No,3,C
8755,7.82,83.5,2.13,8.69,No,4,C
8756,8.57,86.0,3.03,5.63,Yes,5,B
8757,5.61,53.2,2.81,6.88,No,4,C
8758,2.51,49.8,1.44,4.54,No,2,F
8759,6.05,40.0,1.77,5.58,No,1,F
